label	patch	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	shooterShare	I4gap	failed
R e11/s15 5:1/2:1/1:1 c13-19-25 i9-7-6 R11 R9 H21 MS0.138 AI15 MS0.06 AI28 D0.3 TT48 BR2.8 AR4 ST1800 EC65 R15 CT50	engageRadius=11 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=15 eliteCooldownTicks=50 phases=13-19-25|9-7-6|5:1/2:1/1:1	8	3	1	2		0.720	0.201	0.290	0.229	0	12.40	0.262		I3;I8
R e10.5/s14 6:1/3:1/2:1 c13-19-25 i10-7-5 R10.5 R10 H22 MS0.14 AI15 MS0.06 AI32 D0.3 TT48 BR2.8 AR4.5 ST1700 EC60 R14 CT50	engageRadius=10.5 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=50 phases=13-19-25|10-7-5|6:1/3:1/2:1	8	2	1	2		0.781	0.188	0.341	0.253	0	10.28	0.164		I3;I8
R e12/s14.5 5:1/3:1/2:1 c13-19-25 i8-7-5 R12 R10.5 H21 MS0.142 AI16 MS0.06 AI32 D0.4 TT54 BR2 AR4.5 ST1800 EC65 R14.5 CT56	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=14.5 eliteCooldownTicks=56 phases=13-19-25|8-7-5|5:1/3:1/2:1	6	1	0	0		0.903	0.310	0.324	0.269	0	12.82	0.180		skilled 8/8;I2;I8
R e12/s16 5:1/3:1/3:2 c15-21-27 i8-7-5 R12 R10.5 H21 MS0.138 AI16 MS0.055 AI30 D0.4 TT48 BR2.8 AR4 ST1700 EC65 R16 CT50	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=16 eliteCooldownTicks=50 phases=15-21-27|8-7-5|5:1/3:1/3:2	7	2	2	2		0.816	0.255	0.344	0.217	0	14.54	0.184		skilled 8/8;I2;I3;I8
R e10.5/s14.5 5:1/3:1/3:2 c15-21-27 i9-7-5 R10.5 R10.5 H20 MS0.138 AI16 MS0.06 AI32 D0.35 TT48 BR2 AR4 ST1700 EC65 R14.5 CT50	engageRadius=10.5 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.138 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=14.5 eliteCooldownTicks=50 phases=15-21-27|9-7-5|5:1/3:1/3:2	7	3	2	2		0.738	0.235	0.319	0.183	0	11.42	0.187		skilled 8/8;I3;I8
R e10.5/s14.5 5:1/3:1/3:2 c14-20-26 i9-7-6 R10.5 R10 H21 MS0.138 AI15 MS0.06 AI30 D0.35 TT48 BR2.4 AR4 ST1700 EC60 R14.5 CT50	engageRadius=10.5 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=50 phases=14-20-26|9-7-6|5:1/3:1/3:2	7	4	2	2		0.771	0.234	0.342	0.195	0	11.46	0.187		skilled 8/8;I3;I8
R e11.5/s14 5:1/2:1/3:2 c15-21-27 i9-8-5 R11.5 R10.5 H22 MS0.138 AI15 MS0.055 AI32 D0.3 TT48 BR2.4 AR4.5 ST1800 EC60 R14 CT50	engageRadius=11.5 leashRadius=10.5 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=50 phases=15-21-27|9-8-5|5:1/2:1/3:2	8	3	0	1		0.758	0.253	0.244	0.262	0	9.99	0.198		I8
R e10.5/s13.5 6:1/3:1/2:1 c13-19-25 i9-8-5 R10.5 R10.5 H21 MS0.14 AI15 MS0.06 AI32 D0.3 TT48 BR2 AR4.5 ST1800 EC65 R13.5 CT50	engageRadius=10.5 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=50 phases=13-19-25|9-8-5|6:1/3:1/2:1	8	3	1	1		0.745	0.265	0.263	0.218	0	8.85	0.159		I3;I8
R e10.5/s14 5:1/3:1/2:1 c13-19-25 i9-8-5 R10.5 R10.5 H21 MS0.14 AI14 MS0.06 AI30 D0.3 TT48 BR2.8 AR4 ST1800 EC60 R14 CT50	engageRadius=10.5 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=50 phases=13-19-25|9-8-5|5:1/3:1/2:1	7	1	0	1		0.844	0.263	0.276	0.304	0	9.81	0.161		skilled 8/8;I2;I8
R e10.5/s13 5:1/3:1/2:1 c15-21-27 i9-7-5 R10.5 R10 H21 MS0.142 AI16 MS0.055 AI28 D0.4 TT48 BR2.8 AR4.5 ST1800 EC60 R13 CT50	engageRadius=10.5 leashRadius=10 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=13 eliteCooldownTicks=50 phases=15-21-27|9-7-5|5:1/3:1/2:1	6	1	0	0		0.897	0.252	0.326	0.319	0	11.13	0.193		skilled 8/8;I2;I8
R e10.5/s13.5 5:1/2:1/3:2 c16-22-28 i9-7-6 R10.5 R9 H20 MS0.142 AI14 MS0.06 AI28 D0.35 TT60 BR2 AR4 ST1700 EC65 R13.5 CT62	engageRadius=10.5 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.142 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=62 phases=16-22-28|9-7-6|5:1/2:1/3:2	7	2	1	2		0.745	0.223	0.344	0.178	0	10.58	0.232		skilled 8/8;I3;I8
R e10.5/s13.5 5:1/3:1/2:1 c14-20-26 i9-8-5 R10.5 R9.5 H22 MS0.138 AI14 MS0.055 AI32 D0.35 TT54 BR2.4 AR4.5 ST1800 EC60 R13.5 CT56	engageRadius=10.5 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=13.5 eliteCooldownTicks=56 phases=14-20-26|9-8-5|5:1/3:1/2:1	7	2	2	2		0.785	0.231	0.240	0.315	0	9.72	0.180		skilled 8/8;I3;I8
R e10.5/s14 6:1/3:1/2:1 c16-22-28 i9-8-5 R10.5 R9 H20 MS0.142 AI15 MS0.055 AI30 D0.3 TT54 BR2.4 AR4 ST1700 EC60 R14 CT56	engageRadius=10.5 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.142 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=14 eliteCooldownTicks=56 phases=16-22-28|9-8-5|6:1/3:1/2:1	8	5	2	3		0.532	0.198	0.231	0.104	0	8.87	0.165		I2;I3;I8;I10
R e10.5/s13 6:1/3:1/2:1 c16-22-28 i9-7-5 R10.5 R10.5 H22 MS0.136 AI14 MS0.055 AI28 D0.3 TT54 BR2 AR4.5 ST1800 EC65 R13 CT56	engageRadius=10.5 leashRadius=10.5 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13 eliteCooldownTicks=56 phases=16-22-28|9-7-5|6:1/3:1/2:1	5	0	0	0		0.977	0.268	0.379	0.329	0	11.06	0.175		skilled 8/8;I2
R e12/s15.5 5:1/2:1/1:1 c14-20-26 i9-7-6 R12 R9 H22 MS0.14 AI15 MS0.055 AI28 D0.4 TT54 BR2.4 AR4 ST1800 EC65 R15.5 CT56	engageRadius=12 leashRadius=9 eliteHp=22 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=54 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=15.5 eliteCooldownTicks=56 phases=14-20-26|9-7-6|5:1/2:1/1:1	7	3	2	2		0.673	0.198	0.253	0.222	0	13.15	0.262		skilled 8/8;I3;I8
R e12/s15 6:1/3:1/2:1 c15-21-27 i9-7-6 R12 R9 H21 MS0.136 AI16 MS0.06 AI28 D0.4 TT48 BR2 AR4.5 ST1800 EC65 R15 CT50	engageRadius=12 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=15 eliteCooldownTicks=50 phases=15-21-27|9-7-6|6:1/3:1/2:1	8	3	2	2		0.635	0.178	0.270	0.187	0	11.46	0.208		I3;I8
R e10.5/s13.5 5:1/3:1/2:1 c14-20-26 i10-7-5 R10.5 R10.5 H20 MS0.142 AI16 MS0.06 AI30 D0.35 TT48 BR2.4 AR4.5 ST1800 EC60 R13.5 CT50	engageRadius=10.5 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.142 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=13.5 eliteCooldownTicks=50 phases=14-20-26|10-7-5|5:1/3:1/2:1	7	4	0	1		0.869	0.214	0.342	0.312	0	10.89	0.187		skilled 8/8;I2;I8
R e12/s15.5 5:1/3:1/2:1 c14-20-26 i9-7-6 R12 R9 H22 MS0.136 AI14 MS0.065 AI32 D0.3 TT48 BR2 AR4.5 ST1800 EC55 R15.5 CT50	engageRadius=12 leashRadius=9 eliteHp=22 meleeMoveSpeed=0.136 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15.5 eliteCooldownTicks=50 phases=14-20-26|9-7-6|5:1/3:1/2:1	7	3	2	2		0.773	0.207	0.290	0.276	0	12.84	0.199		skilled 8/8;I3;I8
R e11.5/s15.5 5:1/3:1/2:1 c16-22-28 i9-7-6 R11.5 R9.5 H20 MS0.14 AI15 MS0.065 AI30 D0.3 TT60 BR2.8 AR4 ST1800 EC65 R15.5 CT62	engageRadius=11.5 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=15.5 eliteCooldownTicks=62 phases=16-22-28|9-7-6|5:1/3:1/2:1	8	3	2	2		0.698	0.199	0.289	0.210	0	11.59	0.190		I3;I8
R e10.5/s14.5 5:1/3:1/2:1 c15-21-27 i8-7-5 R10.5 R9 H20 MS0.14 AI16 MS0.065 AI28 D0.4 TT60 BR2 AR4 ST1700 EC65 R14.5 CT62	engageRadius=10.5 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=28 eliteDamage=0.4 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=14.5 eliteCooldownTicks=62 phases=15-21-27|8-7-5|5:1/3:1/2:1	7	1	2	2		0.773	0.257	0.300	0.216	0	12.68	0.193		skilled 8/8;I3;I8
R e11/s14 5:1/2:1/1:1 c13-19-25 i10-7-5 R11 R10 H22 MS0.14 AI16 MS0.065 AI30 D0.35 TT54 BR2 AR4 ST1800 EC55 R14 CT56	engageRadius=11 leashRadius=10 eliteHp=22 meleeMoveSpeed=0.14 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=30 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=14 eliteCooldownTicks=56 phases=13-19-25|10-7-5|5:1/2:1/1:1	8	3	2	2		0.732	0.198	0.295	0.239	0	11.25	0.292		I3;I8
R e12/s15.5 5:1/3:1/3:2 c13-19-25 i9-7-6 R12 R10.5 H21 MS0.138 AI15 MS0.055 AI32 D0.3 TT54 BR2.8 AR4.5 ST1800 EC55 R15.5 CT56	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15.5 eliteCooldownTicks=56 phases=13-19-25|9-7-6|5:1/3:1/3:2	7	3	3	2		0.778	0.236	0.315	0.228	0	12.66	0.187		skilled 8/8;I3;I8
R e11.5/s14 5:1/2:1/1:1 c14-20-26 i8-7-5 R11.5 R11 H21 MS0.14 AI15 MS0.06 AI32 D0.35 TT54 BR2 AR4 ST1800 EC55 R14 CT56	engageRadius=11.5 leashRadius=11 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=14 eliteCooldownTicks=56 phases=14-20-26|8-7-5|5:1/2:1/1:1	6	1	0	0		0.942	0.343	0.352	0.247	0	13.31	0.223		skilled 8/8;I2;I8
R e11.5/s14 5:1/2:1/1:1 c16-22-28 i10-7-5 R11.5 R9.5 H20 MS0.138 AI14 MS0.06 AI28 D0.3 TT48 BR2.4 AR4.5 ST1700 EC65 R14 CT50	engageRadius=11.5 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=14 eliteCooldownTicks=50 phases=16-22-28|10-7-5|5:1/2:1/1:1	8	2	2	2		0.706	0.189	0.357	0.160	0	10.58	0.236		I3;I8
R e11.5/s15.5 6:1/3:1/2:1 c13-19-25 i8-7-5 R11.5 R9 H21 MS0.138 AI14 MS0.065 AI32 D0.4 TT48 BR2.8 AR4.5 ST1800 EC55 R15.5 CT50	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=15.5 eliteCooldownTicks=50 phases=13-19-25|8-7-5|6:1/3:1/2:1	7	1	2	2		0.918	0.264	0.311	0.343	0	14.19	0.168		skilled 8/8;I2;I3;I8
R e10.5/s13 5:1/3:1/3:2 c16-22-28 i9-7-5 R10.5 R9 H21 MS0.14 AI14 MS0.065 AI30 D0.3 TT54 BR2.8 AR4.5 ST1700 EC55 R13 CT56	engageRadius=10.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=13 eliteCooldownTicks=56 phases=16-22-28|9-7-5|5:1/3:1/3:2	6	2	1	1		0.827	0.234	0.377	0.216	0	9.91	0.172		skilled 8/8;I2;I3;I8
R e11.5/s14.5 5:1/2:1/1:1 c14-20-26 i8-7-5 R11.5 R9 H21 MS0.14 AI14 MS0.065 AI32 D0.4 TT60 BR2.8 AR4 ST1800 EC60 R14.5 CT62	engageRadius=11.5 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.4 eliteTelegraphTicks=60 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=14.5 eliteCooldownTicks=62 phases=14-20-26|8-7-5|5:1/2:1/1:1	6	0	1	1		0.895	0.276	0.323	0.297	0	13.05	0.235		skilled 8/8;I2;I3
R e10.5/s13 5:1/2:1/1:1 c15-21-27 i9-8-5 R10.5 R9 H20 MS0.136 AI16 MS0.055 AI32 D0.35 TT54 BR2.8 AR4 ST1700 EC55 R13 CT56	engageRadius=10.5 leashRadius=9 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=13 eliteCooldownTicks=56 phases=15-21-27|9-8-5|5:1/2:1/1:1	8	5	2	2		0.451	0.193	0.190	0.068	0	8.20	0.227		I2;I2 windows;I3;I8
R e11/s13.5 5:1/2:1/1:1 c15-21-27 i9-8-5 R11 R11 H20 MS0.14 AI14 MS0.06 AI30 D0.3 TT54 BR2.8 AR4.5 ST1800 EC55 R13.5 CT56	engageRadius=11 leashRadius=11 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=54 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=55 spawnRadius=13.5 eliteCooldownTicks=56 phases=15-21-27|9-8-5|5:1/2:1/1:1	7	3	0	2		0.852	0.296	0.279	0.276	0	9.64	0.201		skilled 8/8;I2;I8
R e11/s15 5:1/2:1/3:2 c14-20-26 i9-8-5 R11 R10 H20 MS0.136 AI16 MS0.065 AI28 D0.35 TT48 BR2 AR4 ST1700 EC65 R15 CT50	engageRadius=11 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.065 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=15 eliteCooldownTicks=50 phases=14-20-26|9-8-5|5:1/2:1/3:2	8	6	2	4		0.526	0.213	0.219	0.093	0	10.28	0.248		I2;I2 windows;I3;I8;I10
R e10.5/s13 6:1/3:1/2:1 c15-21-27 i9-8-5 R10.5 R9.5 H20 MS0.14 AI16 MS0.06 AI28 D0.3 TT48 BR2.4 AR4 ST1700 EC55 R13 CT50	engageRadius=10.5 leashRadius=9.5 eliteHp=20 meleeMoveSpeed=0.14 meleeAttackInterval=16 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=13 eliteCooldownTicks=50 phases=15-21-27|9-8-5|6:1/3:1/2:1	8	2	2	2		0.577	0.239	0.250	0.088	0	7.87	0.152		I2 windows;I3;I8
R e12/s16 5:1/3:1/2:1 c14-20-26 i8-7-5 R12 R9 H21 MS0.138 AI15 MS0.06 AI28 D0.35 TT48 BR2.8 AR4.5 ST1700 EC60 R16 CT50	engageRadius=12 leashRadius=9 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=16 eliteCooldownTicks=50 phases=14-20-26|8-7-5|5:1/3:1/2:1	6	3	2	2		0.772	0.250	0.283	0.240	0	14.28	0.201		skilled 8/8;I3;I8
R e11/s15 5:1/3:1/3:2 c16-22-28 i9-7-5 R11 R9.5 H22 MS0.138 AI15 MS0.06 AI32 D0.35 TT48 BR2.8 AR4 ST1700 EC55 R15 CT50	engageRadius=11 leashRadius=9.5 eliteHp=22 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.06 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=15 eliteCooldownTicks=50 phases=16-22-28|9-7-5|5:1/3:1/3:2	7	3	2	2		0.775	0.210	0.303	0.261	0	12.27	0.177		skilled 8/8;I3;I8
R e10.5/s13.5 5:1/3:1/3:2 c14-20-26 i9-7-5 R10.5 R10.5 H21 MS0.142 AI15 MS0.065 AI32 D0.35 TT48 BR2.8 AR4.5 ST1700 EC55 R13.5 CT50	engageRadius=10.5 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.142 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=32 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=13.5 eliteCooldownTicks=50 phases=14-20-26|9-7-5|5:1/3:1/3:2	7	3	0	1		0.852	0.263	0.373	0.215	0	10.84	0.162		skilled 8/8;I2;I8
R e11.5/s15.5 5:1/3:1/3:2 c16-22-28 i9-7-5 R11.5 R9.5 H21 MS0.138 AI15 MS0.055 AI30 D0.3 TT60 BR2 AR4.5 ST1800 EC60 R15.5 CT62	engageRadius=11.5 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.138 meleeAttackInterval=15 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=60 spawnRadius=15.5 eliteCooldownTicks=62 phases=16-22-28|9-7-5|5:1/3:1/3:2	7	3	1	1		0.775	0.210	0.299	0.266	0	13.17	0.199		skilled 8/8;I3;I8
R e12/s14.5 5:1/2:1/1:1 c14-20-26 i9-7-6 R12 R10.5 H21 MS0.136 AI15 MS0.065 AI30 D0.3 TT60 BR2.8 AR4 ST1700 EC55 R14.5 CT62	engageRadius=12 leashRadius=10.5 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=15 shooterMoveSpeed=0.065 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=60 eliteBlastRadius=2.8 eliteApproachRange=4 eliteSpawnTick=1700 absoluteEnemyCap=55 spawnRadius=14.5 eliteCooldownTicks=62 phases=14-20-26|9-7-6|5:1/2:1/1:1	8	3	0	1		0.766	0.253	0.362	0.152	0	11.47	0.218		I8
R e12/s15 5:1/3:1/3:2 c16-22-28 i8-7-5 R12 R10.5 H20 MS0.138 AI14 MS0.06 AI30 D0.3 TT48 BR2.4 AR4.5 ST1700 EC65 R15 CT50	engageRadius=12 leashRadius=10.5 eliteHp=20 meleeMoveSpeed=0.138 meleeAttackInterval=14 shooterMoveSpeed=0.06 shooterAttackInterval=30 eliteDamage=0.3 eliteTelegraphTicks=48 eliteBlastRadius=2.4 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=65 spawnRadius=15 eliteCooldownTicks=50 phases=16-22-28|8-7-5|5:1/3:1/3:2	8	2	0	0		0.843	0.303	0.329	0.211	0	13.44	0.187		I2;I8
R e12/s15 5:1/3:1/3:2 c13-19-25 i10-7-5 R12 R9.5 H21 MS0.136 AI16 MS0.055 AI28 D0.35 TT48 BR2.8 AR4.5 ST1700 EC60 R15 CT50	engageRadius=12 leashRadius=9.5 eliteHp=21 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=28 eliteDamage=0.35 eliteTelegraphTicks=48 eliteBlastRadius=2.8 eliteApproachRange=4.5 eliteSpawnTick=1700 absoluteEnemyCap=60 spawnRadius=15 eliteCooldownTicks=50 phases=13-19-25|10-7-5|5:1/3:1/3:2	8	4	3	3		0.620	0.171	0.285	0.164	0	11.13	0.205		I3;I8;I10
R e10.5/s13.5 5:1/2:1/1:1 c14-20-26 i8-7-5 R10.5 R10 H20 MS0.136 AI16 MS0.055 AI30 D0.4 TT48 BR2 AR4.5 ST1800 EC65 R13.5 CT50	engageRadius=10.5 leashRadius=10 eliteHp=20 meleeMoveSpeed=0.136 meleeAttackInterval=16 shooterMoveSpeed=0.055 shooterAttackInterval=30 eliteDamage=0.4 eliteTelegraphTicks=48 eliteBlastRadius=2 eliteApproachRange=4.5 eliteSpawnTick=1800 absoluteEnemyCap=65 spawnRadius=13.5 eliteCooldownTicks=50 phases=14-20-26|8-7-5|5:1/2:1/1:1	7	1	0	0		0.813	0.286	0.304	0.224	0	12.17	0.225		skilled 8/8;I2;I8
