label	patch	stage	sk	fl	no	cp	ig	I2	w0	w1	w2	idle	meanEngaged	meanEnd	meanStanding	shooterShare	I4gap	campDone	campCleared	failed
S5 sd0.042 ehp38.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	0		1.000	0.260	0.250	0.489	0	17.05	2239	5.50	0.467				I2;I2 windows
S5 sd0.044 ehp34.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.880	0.239	0.239	0.402	0	15.76	2166	7.25	0.503				I2;I3
S5 sd0.044 ehp34.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	2		0.894	0.247	0.242	0.404	0	16.52	2190	7.38	0.505				I2
S5 sd0.044 ehp34.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	5	0	1	1		0.933	0.255	0.244	0.433	0	15.71	2155	5.63	0.456				I2;I3
S5 sd0.044 ehp34.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	0		0.967	0.264	0.264	0.439	0	16.64	2209	6.00	0.496				I2
S5 sd0.044 ehp36.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	1		0.914	0.239	0.239	0.436	0	15.97	2189	6.25	0.508				I2;I3
S5 sd0.044 ehp36.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	0	1		0.929	0.247	0.242	0.439	0	16.70	2211	6.75	0.507				I2
S5 sd0.044 ehp36.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	5	0	1	1		0.959	0.255	0.244	0.459	0	15.87	2173	4.25	0.461				I2;I2 windows;I3
S5 sd0.044 ehp36.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=36 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	4	0	0	0		0.994	0.264	0.264	0.466	0	16.80	2227	5.25	0.495				I2;I2 windows
S5 sd0.044 ehp38.0 md0.045 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	5	0	1	1		0.958	0.239	0.239	0.480	0	16.23	2215	5.25	0.508				I2;I2 windows;I3
S5 sd0.044 ehp38.0 md0.045 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.045 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	5	0	0	0		0.957	0.247	0.242	0.467	0	16.87	2232	5.75	0.508				I2;I2 windows
S5 sd0.044 ehp38.0 md0.05 shp0.85	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.85 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	5	0	0	1		0.993	0.255	0.244	0.494	0	16.04	2195	3.75	0.463				I2;I2 windows
S5 sd0.044 ehp38.0 md0.05 shp0.95	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.95 meleeDamage=0.05 shooterDamage=0.044 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=38 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	4	0	0	0		1.008	0.264	0.264	0.480	0	16.88	2235	4.25	0.498				I2;I2 windows
S5 shp0.88 sd0.04 ehp32.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	1	1	2		0.787	0.228	0.207	0.352	0	15.50	2133	9.50	0.475				I3;I8
S5 shp0.88 sd0.04 ehp32.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	3		0.701	0.179	0.202	0.320	0	13.64	2095	10.63	0.464				I3;I8;I10
S5 shp0.88 sd0.04 ehp32.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	1	1	2		0.762	0.228	0.207	0.326	0	15.21	2138	10.13	0.470				I3;I8
S5 shp0.88 sd0.04 ehp34.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	1	1	2		0.809	0.228	0.207	0.373	0	15.67	2150	8.88	0.476				I3;I8
S5 shp0.88 sd0.04 ehp34.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	3		0.735	0.179	0.202	0.354	0	13.83	2120	10.00	0.467				I3;I8;I10
S5 shp0.88 sd0.04 ehp34.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	6	1	1	2		0.791	0.228	0.207	0.356	0	15.39	2155	9.25	0.472				I3;I8
S5 shp0.88 sd0.042 ehp32.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	1	1	2		0.779	0.232	0.225	0.322	0	15.24	2123	9.63	0.471				I3;I8
S5 shp0.88 sd0.042 ehp32.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	2		0.715	0.183	0.207	0.325	0	13.67	2103	10.25	0.480				I3;I8
S5 shp0.88 sd0.042 ehp32.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	1	1	2		0.760	0.232	0.225	0.303	0	14.99	2119	10.00	0.471				I3;I8
S5 shp0.88 sd0.042 ehp34.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.800	0.232	0.225	0.343	0	15.39	2138	8.75	0.475				I3
S5 shp0.88 sd0.042 ehp34.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	2	2		0.764	0.183	0.207	0.374	0	13.92	2134	9.50	0.484				I3;I8
S5 shp0.88 sd0.042 ehp34.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.88 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	6	1	1	2		0.790	0.232	0.225	0.333	0	15.14	2136	9.13	0.475				I3;I8
S5 shp0.92 sd0.04 ehp32.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	7	1	1	2		0.805	0.260	0.193	0.352	0	16.03	2150	8.38	0.481				I3;I8
S5 shp0.92 sd0.04 ehp32.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	3		0.736	0.189	0.213	0.334	0	13.89	2128	10.88	0.453				I3;I8;I10
S5 shp0.92 sd0.04 ehp32.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	1	1	2		0.777	0.260	0.193	0.325	0	15.81	2163	9.63	0.477				I3;I8
S5 shp0.92 sd0.04 ehp34.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	7	0	1	2		0.843	0.260	0.193	0.390	0	16.23	2174	7.63	0.484				I3
S5 shp0.92 sd0.04 ehp34.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	3		0.777	0.189	0.213	0.376	0	14.16	2154	10.38	0.455				I3;I8;I10
S5 shp0.92 sd0.04 ehp34.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.04 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	1	1	2		0.806	0.260	0.193	0.353	0	15.98	2184	7.75	0.484				I3;I8
S5 shp0.92 sd0.042 ehp32.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	7	1	1	2		0.839	0.265	0.210	0.364	0	16.23	2158	8.25	0.487				I3;I8
S5 shp0.92 sd0.042 ehp32.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	3	2		0.756	0.192	0.223	0.342	0	14.05	2136	10.38	0.480				I3;I8
S5 shp0.92 sd0.042 ehp32.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=32 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	1	1	2		0.792	0.265	0.210	0.317	0	15.70	2154	10.00	0.488				I3;I8
S5 shp0.92 sd0.042 ehp34.0 i8-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	7	0	1	2		0.875	0.265	0.210	0.401	0	16.40	2184	7.00	0.492				I2;I3
S5 shp0.92 sd0.042 ehp34.0 i9-8-7	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|9-8-7|2:1/1:1/1:2}	5	8	2	2	2		0.803	0.192	0.223	0.389	0	14.35	2166	9.13	0.483				I3;I8
S5 shp0.92 sd0.042 ehp34.0 i8-8-8	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.92 meleeDamage=0.045 shooterDamage=0.042 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-8|2:1/1:1/1:2}	5	7	0	1	2		0.815	0.265	0.210	0.340	0	15.84	2172	8.75	0.491				I3
S5 shp0.94 sd0.038 i8-8-7 ehp33.0	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.94 meleeDamage=0.045 shooterDamage=0.038 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=33 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.822	0.235	0.224	0.363	0	16.13	2168	8.75	0.463				I3
S5 shp0.94 sd0.038 i8-8-7 ehp34.0	s5{absoluteEnemyCap=76 backlogSize=16 backlogDrainPerTick=3 meleeHp=1 shooterHp=0.94 meleeDamage=0.045 shooterDamage=0.038 meleeAttackInterval=15 shooterAttackInterval=28 meleeMoveSpeed=0.145 shooterMoveSpeed=0.07 shooterRange=4.4 arenaWidth=84 arenaHeight=48 leashRadius=8 spawnRadius=15 engageRadius=11 eliteHp=34 eliteTelegraphTicks=48 eliteCooldownTicks=50 eliteBlastRadius=2.8 eliteSpawnTick=1800 phases=16-22-28|8-8-7|2:1/1:1/1:2}	5	6	0	1	2		0.833	0.235	0.224	0.375	0	16.21	2176	8.13	0.464				I3
